Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Jahmyr Gibbs,40059,Det,RB,,Sun 1:00 pm vs NYJ,Locked In Michelle,1,6,21.28,1,3,100%,-,-,-,20.3,96.3,0.7,5.5,4.4,35.1,0.3,-,0.1,0.1
Christian McCaffrey,30121,SF,RB,,Sun 4:05 pm vs Ari,Jason's Jazzy Team,1,8,18.71,9,12,100%,-,-,-,16.3,69.2,0.6,5.5,4.7,41.4,0.3,-,0.0,0.1
Bijan Robinson,40055,Atl,RB,,Thu 8:15 pm @ GB,Dave’s Bone Crushers,1,11,17.87,2,16,100%,-,-,-,18.5,80.2,0.4,5.9,4.5,37.9,0.2,-,0.0,0.1
Kenneth Walker III,33996,KC,RB,,Sun 1:00 pm @ Mia,Max’s TD Bombers,1,5,17.65,6,17,100%,-,-,-,17.4,82.2,0.7,4.1,3.3,27.2,0.2,-,0.0,0.1
Jaxon Smith-Njigba,40041,Sea,WR,,Sun 1:00 pm @ Was,Maybe Mitchell,1,11,17.25,4,21,100%,-,-,-,0.5,2.5,0.0,9.5,6.5,99.3,0.6,-,0.0,0.0
Derrick Henry,29279,Bal,RB,,Sun 4:25 pm @ Dal,JGrahnasaurs,1,13,16.99,8,22,100%,-,-,-,18.2,96.4,0.8,1.7,1.4,13.5,0.1,-,0.1,0.1
Amon-Ra St. Brown,33500,Det,WR,,Sun 1:00 pm vs NYJ,Sunday Kevin,1,6,16.86,5,23,100%,-,-,-,0.2,1.0,0.0,10.3,7.1,88.3,0.7,-,0.0,0.0
Jonathan Taylor,32711,Ind,RB,,Sun 1:00 pm vs Hou,Max’s TD Bombers,1,13,16.34,3,27,100%,-,-,-,19.9,83.8,0.6,3.7,2.8,21.8,0.1,-,0.1,0.1
Ja'Marr Chase,33393,Cin,WR,,Sun 1:00 pm @ Pit,Steel City,1,6,16.34,11,28,100%,-,-,-,0.2,1.1,0.0,10.4,7.5,90.7,0.6,-,0.0,0.0
De'Von Achane,40118,Mia,RB,,Sun 1:00 pm vs KC,Jason's Jazzy Team,1,6,15.57,23,36,100%,-,-,-,15.2,70.8,0.4,5.2,4.3,29.8,0.2,-,0.0,0.1
CeeDee Lamb,32687,Dal,WR,,Sun 4:25 pm vs Bal,Owl Out Blitz,1,14,15.51,14,37,100%,-,-,-,0.3,1.2,0.0,9.3,6.5,90.7,0.5,-,0.0,0.0
James Cook III,34019,Buf,RB,,Sun 1:00 pm vs LAC,Sunday Kevin,1,7,15.24,7,39,100%,-,-,-,17.2,80.5,0.6,3.1,2.2,17.9,0.1,-,0.0,0.1
Chris Olave,33966,NO,WR,,Sun 4:25 pm vs LV,Sunday Kevin,1,8,14.60,17,41,100%,-,-,-,0.0,0.2,0.0,9.5,6.2,82.0,0.6,-,0.0,0.0
Puka Nacua,40168,LAR,WR,Q,Sun 8:20 pm @ Den,Owl Out Blitz,1,11,14.60,12,42,100%,-,-,-,0.6,4.3,0.0,9.6,6.1,81.4,0.5,-,0.0,0.0
Zay Flowers,40039,Bal,WR,Q,Sun 4:25 pm @ Dal,Jason's Jazzy Team,1,13,14.54,27,44,99%,-,-,-,0.3,1.8,0.0,7.8,5.5,84.7,0.5,-,0.0,0.0
Chase Brown,40196,Cin,RB,,Sun 1:00 pm @ Pit,Steel City,1,6,14.50,10,45,100%,-,-,-,15.3,60.9,0.4,5.0,4.1,25.6,0.2,-,0.0,0.1
Breece Hall,33991,NYJ,RB,,Sun 1:00 pm @ Det,Maybe Mitchell,1,13,14.26,32,46,99%,-,-,-,15.3,66.5,0.4,3.8,3.2,27.6,0.2,-,0.0,0.1
Ashton Jeanty,41791,LV,RB,,Sun 4:25 pm @ NO,Max’s TD Bombers,1,13,13.99,13,48,100%,-,-,-,17.2,61.3,0.4,5.5,3.9,23.7,0.2,-,0.0,0.1
Chuba Hubbard,33514,Car,RB,,Sun 1:00 pm @ Cle,Jason's Jazzy Team,1,5,13.70,63,50,93%,-,-,-,18.6,75.6,0.4,3.0,2.4,16.1,0.1,-,0.0,0.1
Saquon Barkley,30972,Phi,RB,Q,Mon 8:15 pm @ Chi,Monday Night Madison,1,10,13.64,16,51,100%,-,-,-,16.9,75.5,0.4,3.0,2.2,18.0,0.1,-,0.0,0.1
Justin Jefferson,32692,Min,WR,,Sun 4:05 pm @ TB,Maybe Mitchell,1,6,13.42,15,52,100%,-,-,-,0.2,0.7,0.0,9.0,5.7,74.4,0.5,-,0.0,0.0
George Pickens,34007,Dal,WR,,Sun 4:25 pm vs Bal,Locked In Michelle,1,14,13.37,24,53,100%,-,-,-,0.0,0.2,0.0,7.8,5.4,79.9,0.4,-,0.0,0.0
Omarion Hampton,41807,LAC,RB,,Sun 1:00 pm @ Buf,Monday Night Madison,1,7,13.37,20,54,100%,-,-,-,15.9,72.6,0.5,2.6,2.5,15.0,0.1,-,0.0,0.1
Javonte Williams,33423,Dal,RB,,Sun 4:25 pm vs Bal,JGrahnasaurs,1,14,13.32,19,55,100%,-,-,-,15.7,62.7,0.6,3.1,2.4,13.3,0.1,-,0.1,0.1
Nico Collins,33477,Hou,WR,Q,Sun 1:00 pm @ Ind,Steel City,1,8,13.29,26,56,100%,-,-,-,0.2,0.9,0.0,7.5,4.9,78.5,0.5,-,0.0,0.0
Christian Watson,33989,GB,WR,,Thu 8:15 pm vs Atl,Sunday Kevin,1,11,13.12,31,57,97%,-,-,-,0.1,0.7,0.0,8.0,4.4,74.3,0.6,-,0.0,0.0
Cam Skattebo,41922,NYG,RB,,Sun 1:00 pm vs Ten,Locked In Michelle,1,8,12.91,45,58,98%,-,-,-,15.8,65.4,0.5,2.6,2.3,19.6,0.1,-,0.0,0.1
Trey McBride,34010,Ari,TE,,Sun 4:05 pm @ SF,Maybe Mitchell,1,14,12.79,40,59,100%,-,-,-,0.0,0.2,0.0,9.6,6.7,65.2,0.5,-,0.0,0.0
Garrett Wilson,33965,NYJ,WR,,Sun 1:00 pm @ Det,Steel City,1,13,12.62,34,60,98%,-,-,-,0.1,0.6,0.0,9.0,5.8,72.5,0.4,-,0.0,0.0
Tee Higgins,32703,Cin,WR,,Sun 1:00 pm @ Pit,Jason's Jazzy Team,1,6,12.62,43,61,99%,-,-,-,0.0,0.2,0.0,7.2,4.9,75.1,0.4,-,0.0,0.0
DeVonta Smith,33398,Phi,WR,,Mon 8:15 pm @ Chi,Max’s TD Bombers,1,10,12.60,18,62,100%,-,-,-,0.0,0.1,-,8.4,5.4,74.0,0.4,-,0.0,0.0
Bucky Irving,40993,TB,RB,,Sun 4:05 pm vs Min,Sunday Kevin,1,10,12.35,35,63,98%,-,-,-,15.4,57.4,0.4,3.9,2.8,21.8,0.1,-,0.0,0.1
Quinshon Judkins,41821,Cle,RB,,Sun 1:00 pm vs Car,Owl Out Blitz,1,11,12.30,76,64,96%,-,-,-,16.6,64.3,0.5,2.7,2.5,15.7,0.1,-,0.0,0.1
David Montgomery,31905,Hou,RB,,Sun 1:00 pm @ Ind,Maybe Mitchell,1,8,12.29,42,65,98%,-,-,-,14.6,54.9,0.6,2.6,2.0,16.1,0.1,-,0.0,0.1
Parker Washington,40234,Jax,WR,,Sun 1:00 pm vs NE,Max’s TD Bombers,1,7,12.13,30,66,96%,-,-,-,0.4,1.7,0.0,8.4,4.8,67.7,0.4,0.0,0.0,0.0
Kyren Williams,34120,LAR,RB,,Sun 8:20 pm @ Den,Locked In Michelle,1,11,11.97,22,67,100%,-,-,-,13.7,61.2,0.5,2.7,1.8,12.2,0.1,-,0.0,0.1
Drake London,33963,Atl,WR,,Thu 8:15 pm @ GB,Dave’s Bone Crushers,1,11,11.96,39,68,100%,-,-,-,0.1,0.9,0.0,8.4,5.1,67.2,0.4,-,0.0,0.0
D'Andre Swift,32705,Chi,RB,,Mon 8:15 pm vs Phi,Owl Out Blitz,1,10,11.92,21,69,98%,-,-,-,14.4,64.2,0.4,3.0,2.0,15.5,0.1,-,0.0,0.1
Jaylen Waddle,33394,Den,WR,,Sun 8:20 pm vs LAR,Owl Out Blitz,1,10,11.71,33,70,99%,-,-,-,0.1,0.9,0.0,8.1,5.0,68.2,0.4,-,0.0,0.0
Jeremiyah Love,42625,Ari,RB,,Sun 4:05 pm @ SF,Monday Night Madison,1,14,11.68,36,71,99%,-,-,-,11.3,44.9,0.4,4.2,3.3,25.1,0.2,-,0.0,0.1
Jaylen Warren,34447,Pit,RB,Q,Sun 1:00 pm vs Cin,Dave’s Bone Crushers,1,9,11.65,80,72,94%,-,-,-,11.9,55.1,0.3,3.4,2.9,22.7,0.1,-,0.0,0.1
Rashee Rice,40084,KC,WR,,Sun 1:00 pm @ Mia,Locked In Michelle,1,5,11.63,48,73,99%,-,-,-,0.4,2.3,0.0,6.3,4.8,57.8,0.5,-,0.0,0.0
Tetairoa McMillan,41793,Car,WR,,Sun 1:00 pm @ Cle,Dave’s Bone Crushers,1,5,11.58,44,74,99%,-,-,-,0.0,0.2,0.0,8.3,4.5,69.0,0.4,-,0.0,0.0
Aaron Jones Sr.,30295,Min,RB,Q,Sun 4:05 pm @ TB,Locked In Michelle,1,6,11.44,82,75,85%,-,-,-,16.1,61.8,0.3,2.9,2.3,16.3,0.1,-,0.0,0.1
Jadarian Price,42654,Sea,RB,Q,Sun 1:00 pm @ Was,Dave’s Bone Crushers,1,11,11.37,81,76,96%,-,-,-,13.5,60.3,0.5,1.8,1.4,13.0,0.1,0.0,0.0,0.1
Mike Evans,27535,SF,WR,Q,Sun 4:05 pm vs Ari,Owl Out Blitz,1,8,11.30,54,77,96%,-,-,-,-,-,-,6.9,4.6,63.0,0.4,-,0.0,0.0
Brock Bowers,40878,LV,TE,Q,Sun 4:25 pm @ NO,Owl Out Blitz,1,13,11.24,47,78,100%,-,-,-,0.1,0.4,0.0,8.0,5.9,58.2,0.4,-,0.0,0.0
Malik Nabers,40899,NYG,WR,Q,Sun 1:00 pm vs Ten,Sunday Kevin,1,8,10.92,37,79,99%,-,-,-,0.1,0.4,0.0,8.0,4.7,62.7,0.4,-,0.0,0.0
Jameson Williams,33967,Det,WR,,Sun 1:00 pm vs NYJ,Jason's Jazzy Team,1,6,10.82,58,80,96%,-,-,-,0.5,2.6,0.0,6.3,3.8,62.1,0.4,-,0.0,0.0
Jalen Coker,41293,Car,WR,Q,Sun 1:00 pm @ Cle,Dave’s Bone Crushers,1,5,10.54,66,81,88%,-,-,-,0.0,0.1,0.0,7.0,4.7,58.6,0.4,-,0.0,0.0
TreVeyon Henderson,41823,NE,RB,,Sun 1:00 pm @ Jax,Steel City,1,11,10.42,49,82,93%,-,-,-,11.9,52.3,0.4,2.6,2.1,13.3,0.1,-,0.0,0.1
DK Metcalf,31896,Pit,WR,,Sun 1:00 pm vs Cin,Jason's Jazzy Team,1,9,10.30,84,83,93%,-,-,-,0.0,0.3,0.0,7.5,4.1,59.4,0.4,-,0.0,0.0
DJ Moore,30994,Buf,WR,Q,Sun 1:00 pm vs LAC,Dave’s Bone Crushers,1,7,10.16,55,84,97%,-,-,-,0.4,2.0,0.0,6.1,3.6,54.2,0.4,-,0.0,0.0
Josh Downs,40126,Ind,WR,,Sun 1:00 pm vs Hou,Dave’s Bone Crushers,1,13,9.96,64,86,85%,-,-,-,0.1,0.6,0.0,7.6,4.8,56.2,0.3,0.0,0.0,0.0
Dalton Kincaid,40048,Buf,TE,,Sun 1:00 pm vs LAC,Jason's Jazzy Team,1,7,9.94,53,87,96%,-,-,-,-,-,-,6.5,4.2,58.0,0.3,-,0.0,0.0
Davante Adams,27581,LAR,WR,,Sun 8:20 pm @ Den,JGrahnasaurs,1,11,9.91,56,88,97%,-,-,-,-,-,-,8.6,3.9,52.9,0.4,-,0.0,0.0
Ladd McConkey,40908,LAC,WR,,Sun 1:00 pm @ Buf,Dave’s Bone Crushers,1,7,9.85,52,89,98%,-,-,-,0.1,0.3,0.0,6.8,4.4,55.8,0.3,-,0.0,0.0
Bhayshul Tuten,41900,Jax,RB,,Sun 1:00 pm vs NE,Steel City,1,7,9.79,46,90,95%,-,-,-,12.4,49.0,0.4,2.3,1.7,12.4,0.1,-,0.0,0.1
George Kittle,30259,SF,TE,,Sun 4:05 pm vs Ari,Owl Out Blitz,1,8,9.70,88,91,96%,-,-,-,0.0,0.0,-,5.4,4.3,53.3,0.4,-,0.0,0.0
Travis Etienne Jr.,33413,NO,RB,Q,Sun 4:25 pm vs LV,JGrahnasaurs,1,8,9.70,57,92,98%,-,-,-,11.7,44.2,0.3,2.7,2.3,16.5,0.2,-,0.0,0.1
Tony Pollard,31960,Ten,RB,Q,Sun 1:00 pm @ NYG,Maybe Mitchell,1,9,9.66,129,93,89%,-,-,-,12.4,58.7,0.3,2.1,1.4,9.0,0.0,-,0.0,0.1
Matthew Golden,41808,GB,WR,,Thu 8:15 pm vs Atl,Owl Out Blitz,1,11,9.49,70,94,83%,-,-,-,0.4,1.9,0.0,7.5,4.0,53.5,0.3,-,0.0,0.0
Tucker Kraft,40102,GB,TE,,Thu 8:15 pm vs Atl,Max’s TD Bombers,1,11,9.49,102,95,98%,-,-,-,0.1,0.3,0.0,5.8,3.9,53.3,0.4,-,0.0,0.0
Rico Dowdle,33100,Pit,RB,Q,Sun 1:00 pm vs Cin,W (Sep 26),1,9,9.41,106,96,88%,-,-,-,10.4,45.3,0.3,2.8,2.0,14.6,0.1,-,0.0,0.0
Sam LaPorta,40064,Det,TE,,Sun 1:00 pm vs NYJ,Maybe Mitchell,1,6,9.41,94,97,99%,-,-,-,0.0,0.1,0.0,6.0,4.6,49.9,0.4,-,0.0,0.0
Travis Kelce,26686,KC,TE,,Sun 1:00 pm @ Mia,Sunday Kevin,1,5,9.38,98,98,95%,-,-,-,0.0,0.0,-,5.9,4.6,51.3,0.3,-,0.0,0.0
Emeka Egbuka,41804,TB,WR,,Sun 4:05 pm vs Min,Monday Night Madison,1,10,9.37,41,99,98%,-,-,-,0.2,0.9,0.0,6.9,3.7,54.0,0.3,-,0.0,0.0
Deebo Samuel Sr.,31868,SF,WR,,Sun 4:05 pm vs Ari,Max’s TD Bombers,1,8,9.36,74,100,81%,-,-,-,1.3,5.2,0.1,5.7,4.1,47.7,0.3,0.0,0.0,0.0
Xavier Worthy,40877,KC,WR,,Sun 1:00 pm @ Mia,FA,1,5,9.31,77,101,59%,-,-,-,0.9,5.4,0.1,5.8,3.7,45.9,0.3,-,0.0,0.0
Tyler Warren,41799,Ind,TE,,Sun 1:00 pm vs Hou,Sunday Kevin,1,13,9.24,85,102,99%,-,-,-,0.4,1.3,0.0,7.0,4.8,47.3,0.3,-,0.0,0.0
Michael Wilson,40121,Ari,WR,,Sun 4:05 pm @ SF,Maybe Mitchell,1,14,9.18,71,103,84%,-,-,-,0.0,0.1,-,6.7,3.9,52.8,0.3,-,0.0,0.0
Mark Andrews,31056,Bal,TE,,Sun 4:25 pm @ Dal,Dave’s Bone Crushers,1,13,9.17,139,104,88%,-,-,-,0.3,1.3,0.0,5.6,4.3,44.2,0.4,-,0.0,0.0
Luther Burden III,41824,Chi,WR,,Mon 8:15 pm vs Phi,Max’s TD Bombers,1,10,9.10,59,105,96%,-,-,-,0.6,2.6,0.0,6.3,4.0,51.3,0.3,-,0.0,0.0
Rhamondre Stevenson,33508,NE,RB,,Sun 1:00 pm @ Jax,Jason's Jazzy Team,1,11,9.04,51,107,94%,-,-,-,8.7,36.9,0.3,2.9,2.4,19.5,0.1,-,0.0,0.0
Romeo Doubs,34088,NE,WR,,Sun 1:00 pm @ Jax,Maybe Mitchell,1,11,8.97,83,108,61%,-,-,-,-,-,-,5.7,3.8,52.9,0.3,-,0.0,0.0
Courtland Sutton,31010,Den,WR,,Sun 8:20 pm vs LAR,JGrahnasaurs,1,10,8.82,72,111,81%,-,-,-,-,-,-,6.4,3.6,48.9,0.4,-,0.0,0.0
Denzel Boston,42661,Cle,WR,,Sun 1:00 pm vs Car,FA,1,11,8.82,87,112,48%,-,-,-,0.0,0.2,0.0,5.6,3.6,50.8,0.3,-,0.0,0.0
Hunter Henry,29269,NE,TE,,Sun 1:00 pm @ Jax,Monday Night Madison,1,11,8.62,157,116,56%,-,-,-,-,-,-,5.6,4.1,47.6,0.3,-,0.0,0.0
Dalton Schultz,31107,Hou,TE,,Sun 1:00 pm @ Ind,Jason's Jazzy Team,1,8,8.60,144,118,65%,-,-,-,-,-,-,7.2,4.6,47.7,0.3,-,0.0,0.0
Quentin Johnston,40051,LAC,WR,,Sun 1:00 pm @ Buf,Sunday Kevin,1,7,8.52,111,119,77%,-,-,-,0.2,1.3,0.0,5.7,3.4,48.3,0.3,-,0.0,0.0
Khalil Shakir,34104,Buf,WR,,Sun 1:00 pm vs LAC,FA,1,7,8.49,109,121,47%,-,-,-,0.1,0.5,0.0,6.4,4.2,47.1,0.3,-,0.0,0.0
Jacory Croskey-Merritt,42010,Was,RB,,Sun 1:00 pm vs Sea,Owl Out Blitz,1,7,8.46,110,122,86%,-,-,-,13.2,52.3,0.4,1.1,0.8,5.0,0.0,-,0.0,0.1
Terry McLaurin,31908,Was,WR,,Sun 1:00 pm vs Sea,Monday Night Madison,1,7,8.44,60,124,96%,-,-,-,0.0,0.1,-,6.2,3.7,49.8,0.3,-,0.0,0.0
Adonai Mitchell,40915,NYJ,WR,,Sun 1:00 pm @ Det,FA,1,13,8.43,89,125,28%,-,-,-,0.1,0.2,0.0,7.1,3.5,50.7,0.3,-,0.0,0.0
KC Concepcion Jr.,42646,Cle,WR,,Sun 1:00 pm vs Car,Steel City,1,11,8.42,99,126,67%,-,-,-,0.7,3.1,0.0,5.3,3.9,41.1,0.3,0.0,0.0,0.0
Harold Fannin Jr.,41877,Cle,TE,,Sun 1:00 pm vs Car,Locked In Michelle,1,11,8.42,117,127,93%,-,-,-,0.3,1.0,0.0,5.6,4.3,44.0,0.3,-,0.0,0.0
RJ Harvey,41845,Den,RB,Q,Sun 8:20 pm vs LAR,Max’s TD Bombers,1,10,8.39,137,129,77%,-,-,-,7.7,30.6,0.2,3.4,2.8,20.0,0.1,-,0.0,0.0
Devaughn Vele,41097,NO,WR,,Sun 4:25 pm vs LV,FA,1,8,8.35,92,131,54%,-,-,-,0.0,0.1,0.0,6.0,3.9,47.7,0.3,-,0.0,0.0
MarShawn Lloyd,40971,GB,RB,,Thu 8:15 pm vs Atl,Steel City,1,11,8.27,123,134,82%,-,-,-,9.4,36.8,0.3,2.1,1.8,13.4,0.1,-,0.0,0.0
Isaiah Likely,34095,NYG,TE,,Sun 1:00 pm vs Ten,Max’s TD Bombers,1,8,8.16,112,136,94%,-,-,-,-,-,-,5.7,4.3,44.8,0.3,-,0.0,0.0
Colston Loveland,41795,Chi,TE,,Mon 8:15 pm vs Phi,Steel City,1,10,8.07,116,137,98%,-,-,-,0.0,0.1,0.0,5.6,3.8,42.7,0.3,-,0.0,0.0
Blake Corum,40962,LAR,RB,,Sun 8:20 pm @ Den,Maybe Mitchell,1,11,8.01,95,139,87%,-,-,-,11.0,50.2,0.3,0.9,0.7,4.1,0.0,-,0.0,0.0
Juwan Johnson,33113,NO,TE,,Sun 4:25 pm vs LV,Steel City,1,8,8.01,131,140,75%,-,-,-,-,-,-,5.4,3.9,46.3,0.2,-,0.0,0.0
Chris Godwin Jr.,30197,TB,WR,,Sun 4:05 pm vs Min,Steel City,1,10,7.95,65,141,86%,-,-,-,0.3,1.1,0.0,5.5,3.7,43.2,0.3,-,0.0,0.0
Michael Pittman Jr.,32704,Pit,WR,Q,Sun 1:00 pm vs Cin,Sunday Kevin,1,9,7.93,121,142,73%,-,-,-,0.0,0.1,-,5.9,4.0,43.8,0.3,-,0.0,0.0
Carnell Tate,42626,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,7.88,103,144,83%,-,-,-,0.0,0.2,0.0,6.7,3.7,42.6,0.3,-,0.0,0.0
Jordan Addison,40042,Min,WR,,Sun 4:05 pm @ TB,W (Sep 26),1,6,7.80,97,146,76%,-,-,-,0.2,1.9,0.0,5.3,3.0,41.9,0.3,-,0.0,0.0
Brian Thomas Jr.,40883,Jax,WR,,Sun 1:00 pm vs NE,Owl Out Blitz,1,7,7.70,75,152,85%,-,-,-,0.2,1.0,0.0,5.7,3.2,44.0,0.3,-,0.0,0.0
Rome Odunze,40901,Chi,WR,,Mon 8:15 pm vs Phi,JGrahnasaurs,1,10,7.69,62,154,94%,-,-,-,0.0,0.2,-,5.9,3.0,43.0,0.3,-,0.0,0.0
Kyle Monangai,42025,Chi,RB,Q,Mon 8:15 pm vs Phi,Jason's Jazzy Team,1,10,7.63,114,156,82%,-,-,-,9.7,44.3,0.2,1.5,1.2,9.6,0.0,-,0.0,0.0
Jake Ferguson,34085,Dal,TE,,Sun 4:25 pm vs Bal,JGrahnasaurs,1,14,7.57,133,159,76%,-,-,-,0.0,0.1,0.0,5.3,4.2,35.5,0.3,-,0.0,0.0
Stefon Diggs,28534,Was,WR,,Sun 1:00 pm vs Sea,Monday Night Madison,1,7,7.55,68,160,90%,-,-,-,0.0,0.2,-,5.8,3.8,41.5,0.3,-,0.0,0.0
Marvin Harrison Jr.,40893,Ari,WR,,Sun 4:05 pm @ SF,Locked In Michelle,1,14,7.37,130,164,86%,-,-,-,0.0,0.1,-,4.9,2.8,42.8,0.3,-,0.0,0.0
Dontayvion Wicks,40201,Phi,WR,,Mon 8:15 pm @ Chi,Monday Night Madison,1,10,7.37,91,165,36%,-,-,-,0.0,0.1,-,5.0,3.1,42.6,0.3,-,0.0,0.0
Ryan Flournoy,41087,Dal,WR,,Sun 4:25 pm vs Bal,FA,1,14,7.37,221,166,7%,-,-,-,0.2,0.8,0.0,5.3,3.5,40.6,0.2,-,0.0,0.0
Rashod Bateman,33415,Bal,WR,,Sun 4:25 pm @ Dal,FA,1,13,7.31,141,168,22%,-,-,-,0.0,0.1,0.0,5.1,2.9,40.5,0.3,-,0.0,0.0
Kayshon Boutte,40224,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,7.28,127,169,26%,-,-,-,-,-,-,5.0,2.7,42.5,0.3,-,0.0,0.0
Wan'Dale Robinson,33998,Ten,WR,,Sun 1:00 pm @ NYG,JGrahnasaurs,1,9,7.28,105,170,53%,-,-,-,0.2,1.1,0.0,5.8,3.8,40.7,0.2,-,0.0,0.0
Kyle Pitts Sr.,33392,Atl,TE,,Thu 8:15 pm @ GB,Dave’s Bone Crushers,1,11,7.26,126,172,91%,-,-,-,-,-,-,5.2,3.8,39.2,0.2,-,0.0,0.0
Jakobi Meyers,32231,Jax,WR,Q,Sun 1:00 pm vs NE,Locked In Michelle,1,7,7.21,93,174,47%,-,-,-,0.3,1.1,0.0,5.3,3.5,39.3,0.2,-,0.0,0.0
Tre Tucker,40114,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,7.17,96,175,35%,-,-,-,0.4,2.0,0.0,5.9,3.1,40.4,0.2,-,0.0,0.0
Woody Marks,41902,Hou,RB,,Sun 1:00 pm @ Ind,JGrahnasaurs,1,8,7.16,143,177,50%,-,-,-,8.8,32.5,0.2,2.4,1.6,13.1,0.1,-,0.0,0.0
Keenan Allen,26699,Ind,WR,,Sun 1:00 pm vs Hou,FA,1,13,7.12,204,179,23%,-,-,-,-,-,-,6.0,3.7,39.8,0.2,-,0.0,0.0
Alvin Kamara,30180,NO,RB,,Sun 4:25 pm vs LV,FA,1,8,6.97,203,182,33%,-,-,-,8.1,28.2,0.2,2.9,2.3,14.0,0.1,-,0.0,0.1
Rashid Shaheed,34659,Sea,WR,,Sun 1:00 pm @ Was,Maybe Mitchell,1,11,6.89,122,186,39%,-,-,-,0.7,4.3,0.0,4.3,2.5,34.2,0.2,0.0,0.0,0.0
Tyjae Spears,40119,Ten,RB,Q,Sun 1:00 pm @ NYG,FA,1,9,6.88,178,187,34%,-,-,-,6.1,27.1,0.2,2.8,2.2,14.4,0.1,-,0.0,0.0
Brenton Strange,40078,Jax,TE,,Sun 1:00 pm vs NE,FA,1,7,6.81,142,190,30%,-,-,-,-,-,-,4.9,3.5,36.1,0.2,-,0.0,0.0
Kenny Gainwell,33538,TB,RB,,Sun 4:05 pm vs Min,JGrahnasaurs,1,10,6.74,147,194,70%,-,-,-,6.3,25.1,0.2,2.5,2.2,15.1,0.1,-,0.0,0.0
Pat Freiermuth,33443,Pit,TE,,Sun 1:00 pm vs Cin,FA,1,9,6.72,168,195,15%,-,-,-,0.1,0.3,0.0,4.7,3.3,36.4,0.2,-,0.0,0.0
Oronde Gadsden,41951,LAC,TE,,Sun 1:00 pm @ Buf,FA,1,7,6.69,158,197,13%,-,-,-,-,-,-,5.0,3.1,38.2,0.2,-,0.0,0.0
Malik Washington,41058,Mia,WR,,Sun 1:00 pm vs KC,FA,1,6,6.47,164,200,15%,-,-,-,0.7,3.4,0.0,5.9,3.1,30.6,0.2,0.0,0.0,0.0
Tyler Allgeier,34107,Ari,RB,,Sun 4:05 pm @ SF,FA,1,14,6.41,159,201,47%,-,-,-,8.7,32.2,0.2,1.9,1.5,9.9,0.1,-,0.0,0.0
Tyquan Thornton,34005,KC,WR,,Sun 1:00 pm @ Mia,FA,1,5,6.30,195,202,2%,-,-,-,-,-,-,3.2,2.2,39.1,0.2,-,0.0,0.0
Jonah Coleman,42730,Den,RB,Q,Sun 8:20 pm vs LAR,FA,1,10,6.28,135,204,39%,-,-,-,7.7,32.9,0.2,1.6,1.0,7.5,0.1,-,0.0,0.0
T.J. Hockenson,31840,Min,TE,,Sun 4:05 pm @ TB,FA,1,6,6.18,161,206,29%,-,-,-,-,-,-,4.7,3.4,31.6,0.2,-,0.0,0.0
Caleb Douglas,42697,Mia,WR,Q,Sun 1:00 pm vs KC,FA,1,6,6.17,119,207,32%,-,-,-,0.0,0.1,0.0,4.1,2.7,35.3,0.2,-,0.0,0.0
Rachaad White,34047,Was,RB,,Sun 1:00 pm vs Sea,FA,1,7,6.16,136,208,56%,-,-,-,6.8,26.6,0.1,2.6,2.1,11.8,0.1,-,0.0,0.0
Kenyon Sadiq,42638,NYJ,TE,,Sun 1:00 pm @ Det,FA,1,13,6.15,169,209,17%,-,-,-,0.0,0.2,0.0,4.5,3.3,33.0,0.2,-,0.0,0.0
DeMario Douglas,40222,NE,WR,,Sun 1:00 pm @ Jax,FA,1,11,6.08,227,210,4%,-,-,-,0.4,1.8,0.0,4.9,3.0,34.5,0.2,-,0.0,0.0
Tre' Harris,41840,LAC,WR,,Sun 1:00 pm @ Buf,FA,1,7,6.07,149,211,4%,-,-,-,0.0,0.2,0.0,5.0,2.9,35.0,0.2,-,0.0,0.0
Pat Bryant,41860,Den,WR,,Sun 8:20 pm vs LAR,FA,1,10,6.02,154,213,9%,-,-,-,0.1,0.4,0.0,4.9,2.9,33.6,0.2,-,0.0,0.0
Greg Dulcich,34036,Mia,TE,,Sun 1:00 pm vs KC,FA,1,6,6.02,175,214,8%,-,-,-,-,-,-,3.7,3.1,33.5,0.2,-,0.0,0.0
Mack Hollins,30231,NE,WR,,Sun 1:00 pm @ Jax,FA,1,11,5.93,261,215,3%,-,-,-,0.0,0.1,0.0,5.2,2.9,34.8,0.2,-,0.0,0.0
Malachi Fields,42696,NYG,WR,,Sun 1:00 pm vs Ten,FA,1,8,5.88,174,216,14%,-,-,-,0.0,0.1,0.0,3.9,2.6,35.5,0.2,-,0.0,0.0
AJ Barner,41001,Sea,TE,,Sun 1:00 pm @ Was,FA,1,11,5.87,166,217,13%,-,-,-,0.5,1.9,0.0,3.5,2.6,27.6,0.2,-,0.0,0.0
